Language,Total Records,File Name,Run Number,Point,Cycles
c,2500,2500_rows.csv,8,End Program,69042173864059
c,2500,2500_rows.csv,9,Start Read People CSV File,69043072596511
c,2500,2500_rows.csv,9,Start Validate Person Rows,69043073999265
c,2500,2500_rows.csv,9,Start Quick Sort Person Rows,69043075580511
c,2500,2500_rows.csv,9,Start Print Person Rows,69043076556849
c,2500,2500_rows.csv,9,Start Free Used Memory,69043077510629
c,2500,2500_rows.csv,9,End Program,69043079356935
c,2500,2500_rows.csv,10,Start Read People CSV File,69043977578523
c,2500,2500_rows.csv,10,Start Validate Person Rows,69043978887519
c,2500,2500_rows.csv,10,Start Quick Sort Person Rows,69043980435627
c,2500,2500_rows.csv,10,Start Print Person Rows,69043981401293
c,2500,2500_rows.csv,10,Start Free Used Memory,69043982343909
c,2500,2500_rows.csv,10,End Program,69043984061875
c,50000,50000_rows.csv,1,Start Read People CSV File,69044885865297
c,50000,50000_rows.csv,1,Start Validate Person Rows,69044900388403
c,50000,50000_rows.csv,1,Start Quick Sort Person Rows,69044919946397
c,50000,50000_rows.csv,1,Start Print Person Rows,69044945255381
c,50000,50000_rows.csv,1,Start Free Used Memory,69044958309291
c,50000,50000_rows.csv,1,End Program,69044972627947
c,50000,50000_rows.csv,2,Start Read People CSV File,69045954256617
c,50000,50000_rows.csv,2,Start Validate Person Rows,69045969013973
c,50000,50000_rows.csv,2,Start Quick Sort Person Rows,69045988962527
c,50000,50000_rows.csv,2,Start Print Person Rows,69046012883283
c,50000,50000_rows.csv,2,Start Free Used Memory,69046026371869
c,50000,50000_rows.csv,2,End Program,69046041017347
c,50000,50000_rows.csv,3,Start Read People CSV File,69047022662561
c,50000,50000_rows.csv,3,Start Validate Person Rows,69047037392885
c,50000,50000_rows.csv,3,Start Quick Sort Person Rows,69047057041285
c,50000,50000_rows.csv,3,Start Print Person Rows,69047080902045
c,50000,50000_rows.csv,3,Start Free Used Memory,69047094440893
c,50000,50000_rows.csv,3,End Program,69047109468049
c,50000,50000_rows.csv,4,Start Read People CSV File,69048091868379
c,50000,50000_rows.csv,4,Start Validate Person Rows,69048106580061
c,50000,50000_rows.csv,4,Start Quick Sort Person Rows,69048126388409
c,50000,50000_rows.csv,4,Start Print Person Rows,69048150042625
